JayID,Jays.USFWBand,Sex,AgeKnown,NatalNest,FBreeder,Jays_1.USFWBand,MBreeder,Jays_2.USFWBand,HatchDate,MeasDate,Expr1,LastObsDate,FldgDate
-CnR,1603-51800,F,Y,PINS083,A-LQ,1603-17294,CW-Y,1573-97951,5/24/2008,6/4/2008,11,8/18/2008,6/11/2008
-CnG,1603-51801,F,Y,PINS083,A-LQ,1603-17294,CW-Y,1573-97951,5/24/2008,6/4/2008,11,8/18/2008,6/11/2008
-nPQ,1713-13345,F,Y,PINN101,F-LQ,1603-17295,Y=RC,1573-97954,4/7/2010,4/18/2010,11,###############################################################################################################################################################################################################################################################,4/25/2010
-nOQ,1713-13346,M,Y,PINN101,F-LQ,1603-17295,Y=RC,1573-97954,4/7/2010,4/18/2010,11,###############################################################################################################################################################################################################################################################,4/25/2010
-nLQ,1713-13347,F,Y,PINN101,F-LQ,1603-17295,Y=RC,1573-97954,4/7/2010,4/18/2010,11,###############################################################################################################################################################################################################################################################,4/25/2010
nBQ-,1713-13962,M,Y,PINN111,F-LQ,1603-17295,Y=RC,1573-97954,3/26/2011,4/6/2011,11,###############################################################################################################################################################################################################################################################,4/11/2011
nPQ-,1713-13963,M,Y,PINN111,F-LQ,1603-17295,Y=RC,1573-97954,3/26/2011,4/6/2011,11,###############################################################################################################################################################################################################################################################,4/11/2011
nOQ-,1713-13964,F,Y,PINN111,F-LQ,1603-17295,Y=RC,1573-97954,3/26/2011,4/6/2011,11,###############################################################################################################################################################################################################################################################,4/11/2011
WLQ-,1713-13965,M,Y,PINN111,F-LQ,1603-17295,Y=RC,1573-97954,3/26/2011,4/6/2011,11,###############################################################################################################################################################################################################################################################,4/11/2011
-HHQ,1713-13643,F,Y,CURY101,-HCL,1603-17405,BC-O,1063-43116,4/22/2010,5/3/2010,11,9/16/2015,5/9/2010
-HAQ,1713-13644,M,Y,CURY101,-HCL,1603-17405,BC-O,1063-43116,4/22/2010,5/3/2010,11,9/16/2015,5/9/2010
WWQ-H,1713-49087,F,Y,CURY112,-HCL,1603-17405,-LCA,1603-17241,4/10/2011,4/21/2011,11,9/16/2015,4/29/2011
WRQ-H,1713-49088,F,Y,CURY112,-HCL,1603-17405,-LCA,1603-17241,4/10/2011,4/21/2011,11,9/16/2015,4/29/2011
WGQ-H,1713-49089,F,Y,CURY112,-HCL,1603-17405,-LCA,1603-17241,4/10/2011,4/21/2011,11,9/16/2015,4/29/2011
WYQ-H,1713-49090,F,Y,CURY112,-HCL,1603-17405,-LCA,1603-17241,4/10/2011,4/21/2011,11,9/16/2015,4/29/2011
nQ-W,1713-49365,F,Y,CURY122,-HCL,1603-17405,-LCA,1603-17241,4/29/2012,5/10/2012,11,9/16/2015,5/17/2012
nQ-R,1713-49366,F,Y,CURY122,-HCL,1603-17405,-LCA,1603-17241,4/29/2012,5/10/2012,11,9/16/2015,5/17/2012
RQ-G,1713-49367,F,Y,CURY122,-HCL,1603-17405,-LCA,1603-17241,4/29/2012,5/10/2012,11,9/16/2015,5/17/2012
nQ-Y,1713-49368,M,Y,CURY122,-HCL,1603-17405,-LCA,1603-17241,4/29/2012,5/10/2012,11,9/16/2015,5/17/2012
Q-WL,1713-49718,F,Y,CURY132,-HCL,1603-17405,-LCA,1603-17241,4/5/2013,4/16/2013,11,9/16/2015,4/23/2013
Q-WH,1713-49719,F,Y,CURY132,-HCL,1603-17405,-LCA,1603-17241,4/5/2013,4/16/2013,11,9/16/2015,4/23/2013
Q-WA,1713-49720,M,Y,CURY132,-HCL,1603-17405,-LCA,1603-17241,4/5/2013,4/16/2013,11,9/16/2015,4/23/2013
ABQ-,1713-49055,M,Y,FRED112,H-PCP,1603-17407,-CRH,1603-51181,4/4/2011,4/15/2011,11,12/14/2011,4/23/2011
nPQ-,1713-49056,M,Y,FRED112,H-PCP,1603-17407,-CRH,1603-51181,4/4/2011,4/15/2011,11,12/14/2011,4/23/2011
AOQ-,1713-49057,M,Y,FRED112,H-PCP,1603-17407,-CRH,1603-51181,4/4/2011,4/15/2011,11,12/14/2011,4/23/2011
nLQ-,1713-49058,F,Y,FRED112,H-PCP,1603-17407,-CRH,1603-51181,4/4/2011,4/15/2011,11,12/14/2011,4/23/2011
nQ-L,1713-49380,M,Y,DICE123,H-FCP,1603-17410,CL-G,1573-66092,5/13/2012,5/24/2012,11,5/13/2013,5/30/2012
nQ-H,1713-49381,F,Y,DICE123,H-FCP,1603-17410,CL-G,1573-66092,5/13/2012,5/24/2012,11,5/13/2013,5/30/2012
-WBQ,1713-13656,M,Y,SCAC101,H-BCB,1603-17415,CW-P,1573-65957,4/28/2010,5/9/2010,11,9/18/2013,5/15/2010
-nRQ,1713-13657,F,Y,SCAC101,H-BCB,1603-17415,CW-P,1573-65957,4/28/2010,5/9/2010,11,9/18/2013,5/15/2010
-nGQ,1713-13658,F,Y,SCAC101,H-BCB,1603-17415,CW-P,1573-65957,4/28/2010,5/9/2010,11,9/18/2013,5/15/2010
WWQ-,1713-13958,M,Y,WISB111,Y-OQ,1603-17433,A-WQ,1603-17297,3/26/2011,4/6/2011,11,4/12/2016,4/11/2011
nRQ-,1713-13959,F,Y,WISB111,Y-OQ,1603-17433,A-WQ,1603-17297,3/26/2011,4/6/2011,11,4/12/2016,4/11/2011
nGQ-,1713-13960,F,Y,WISB111,Y-OQ,1603-17433,A-WQ,1603-17297,3/26/2011,4/6/2011,11,4/12/2016,4/11/2011
nYQ-,1713-13961,M,Y,WISB111,Y-OQ,1603-17433,A-WQ,1603-17297,3/26/2011,4/6/2011,11,4/12/2016,4/11/2011
nQB-,1713-90196,M,Y,PINS153,Y-OQ,1603-17433,-CGB,1603-51187,6/5/2015,6/16/2015,11,4/12/2016,6/24/2015
nQP-,1713-90197,M,Y,PINS153,Y-OQ,1603-17433,-CGB,1603-51187,6/5/2015,6/16/2015,11,4/12/2016,6/24/2015
nQO-,1713-90198,F,Y,PINS153,Y-OQ,1603-17433,-CGB,1603-51187,6/5/2015,6/16/2015,11,4/12/2016,6/24/2015
nQn-,1713-90199,F,Y,PINS153,Y-OQ,1603-17433,-CGB,1603-51187,6/5/2015,6/16/2015,11,4/12/2016,6/24/2015
-YQn,1713-90335,,Y,PINS161,Y-OQ,1603-17433,-CGB,1603-51187,4/3/2016,4/14/2016,11,4/12/2016,4/21/2016
-BQn,1713-90336,,Y,PINS161,Y-OQ,1603-17433,-CGB,1603-51187,4/3/2016,4/14/2016,11,4/12/2016,4/21/2016
-PQn,1713-90337,,Y,PINS161,Y-OQ,1603-17433,-CGB,1603-51187,4/3/2016,4/14/2016,11,4/12/2016,4/21/2016
-CnA,1603-51198,M,Y,PMPE081,-FCG,1603-17438,P-C,9999-99970,4/4/2008,4/15/2008,11,10/14/2009,4/23/2008
-CAW,1603-51706,F,Y,CRNB082,H-HCL,1603-17449,LCR-,1573-97901,4/19/2008,4/30/2008,11,4/12/2016,5/7/2008
-CAR,1603-51707,F,Y,CRNB082,H-HCL,1603-17449,LCR-,1573-97901,4/19/2008,4/30/2008,11,4/12/2016,5/7/2008
-CnG,1603-51708,F,Y,CRNB082,H-HCL,1603-17449,LCR-,1573-97901,4/19/2008,4/30/2008,11,4/12/2016,5/7/2008
-BAQ,1713-13645,M,Y,CRSN102,H-HCL,1603-17449,LC-O,1063-42848,4/24/2010,5/5/2010,11,4/12/2016,5/11/2010
-PAQ,1713-13646,M,Y,CRSN102,H-HCL,1603-17449,LC-O,1063-42848,4/24/2010,5/5/2010,11,4/12/2016,5/11/2010
-OAQ,1713-13647,F,Y,CRSN102,H-HCL,1603-17449,LC-O,1063-42848,4/24/2010,5/5/2010,11,4/12/2016,5/11/2010
GYQ-H,1713-49223,M,Y,CRSN113,H-HCL,1603-17449,LC-O,1063-42848,4/20/2011,5/1/2011,11,4/12/2016,5/7/2011
GBQ-H,1713-49224,F,Y,CRSN113,H-HCL,1603-17449,LC-O,1063-42848,4/20/2011,5/1/2011,11,4/12/2016,5/7/2011
GPQ-H,1713-49225,F,Y,CRSN113,H-HCL,1603-17449,LC-O,1063-42848,4/20/2011,5/1/2011,11,4/12/2016,5/7/2011
GOQ-H,1713-49226,F,Y,CRSN113,H-HCL,1603-17449,LC-O,1063-42848,4/20/2011,5/1/2011,11,4/12/2016,5/7/2011
Q-nW,1513-50089,F,Y,CRSN134,H-HCL,1603-17449,LC-O,1063-42848,5/8/2013,5/19/2013,11,4/12/2016,5/25/2013
Q-YR,1513-50090,F,Y,CRSN134,H-HCL,1603-17449,LC-O,1063-42848,5/8/2013,5/19/2013,11,4/12/2016,5/25/2013
Q-nG,1513-50091,F,Y,CRSN134,H-HCL,1603-17449,LC-O,1063-42848,5/8/2013,5/19/2013,11,4/12/2016,5/25/2013
Qn-P,1713-89725,F,Y,CRSN143,H-HCL,1603-17449,LC-O,1063-42848,5/16/2014,5/27/2014,11,4/12/2016,6/3/2014
Qn-O,1713-89726,M,Y,CRSN143,H-HCL,1603-17449,LC-O,1063-42848,5/16/2014,5/27/2014,11,4/12/2016,6/3/2014
Qn-L,1713-89727,F,Y,CRSN143,H-HCL,1603-17449,LC-O,1063-42848,5/16/2014,5/27/2014,11,4/12/2016,6/3/2014
-CnA,1603-51738,F,Y,SR70081,CHW-,1603-17462,P-NG,1603-51164,4/30/2008,5/11/2008,11,7/11/2008,5/17/2008
-ALQ,1713-13653,F,Y,COPS101,CfHW-,1603-17497,uC-GfH,1063-43456,4/27/2010,5/8/2010,11,4/12/2016,5/14/2010
-AHQ,1713-13654,M,Y,COPS101,CfHW-,1603-17497,uC-GfH,1063-43456,4/27/2010,5/8/2010,11,4/12/2016,5/14/2010
nHQ-,1713-49066,F,Y,COPS111,CfHW-,1603-17497,uC-GfH,1063-43456,4/6/2011,4/17/2011,11,4/12/2016,4/24/2011
nAQ-,1713-49067,F,Y,COPS111,CfHW-,1603-17497,uC-GfH,1063-43456,4/6/2011,4/17/2011,11,4/12/2016,4/24/2011
Q-YA,1513-50093,M,Y,COPS132,CfHW-,1603-17497,uC-GfH,1063-43456,5/13/2013,5/24/2013,11,4/12/2016,5/30/2013
Qn-B,1713-89742,F,Y,COPS143,CfHW-,1603-17497,uC-GfH,1063-43456,5/29/2014,6/9/2014,11,4/12/2016,6/15/2014
QH-P,1713-89743,F,Y,COPS143,CfHW-,1603-17497,uC-GfH,1063-43456,5/29/2014,6/9/2014,11,4/12/2016,6/15/2014
QH-O,1713-89744,M,Y,COPS143,CfHW-,1603-17497,uC-GfH,1063-43456,5/29/2014,6/9/2014,11,4/12/2016,6/15/2014
BQO-,1713-90156,F,Y,COPS152,CfHW-,1603-17497,uC-GfH,1063-43456,5/5/2015,5/16/2015,11,4/12/2016,5/21/2015
BQL-,1713-90157,F,Y,COPS152,CfHW-,1603-17497,uC-GfH,1063-43456,5/5/2015,5/16/2015,11,4/12/2016,5/21/2015
nL-Q,1603-51879,F,Y,SFLA091,CRA-,1603-51150,K-FZW,1063-43191,4/24/2009,5/5/2009,11,8/22/2012,5/12/2009
nH-Q,1603-51880,F,Y,SFLA091,CRA-,1603-51150,K-FZW,1063-43191,4/24/2009,5/5/2009,11,8/22/2012,5/12/2009
-nWQ,1713-13601,M,Y,SFLA101,CRA-,1603-51150,K-FZW,1063-43191,4/18/2010,4/29/2010,11,8/22/2012,5/6/2010
-LRQ,1713-13602,F,Y,SFLA101,CRA-,1603-51150,K-FZW,1063-43191,4/18/2010,4/29/2010,11,8/22/2012,5/6/2010
-nGQ,1713-13603,M,Y,SFLA101,CRA-,1603-51150,K-FZW,1063-43191,4/18/2010,4/29/2010,11,8/22/2012,5/6/2010
nLQ-,1713-49052,M,Y,SFLA111,CRA-,1603-51150,YY-Q,1603-51855,4/4/2011,4/15/2011,11,8/22/2012,4/22/2011
nHQ-,1713-49053,M,Y,SFLA111,CRA-,1603-51150,YY-Q,1603-51855,4/4/2011,4/15/2011,11,8/22/2012,4/22/2011
OAQ-,1713-49054,M,Y,SFLA111,CRA-,1603-51150,YY-Q,1603-51855,4/4/2011,4/15/2011,11,8/22/2012,4/22/2011
nQ-O,1713-49342,F,Y,SFLA121,CRA-,1603-51150,YY-Q,1603-51855,4/17/2012,4/28/2012,11,8/22/2012,5/3/2012
nQ-L,1713-49343,F,Y,SFLA121,CRA-,1603-51150,YY-Q,1603-51855,4/17/2012,4/28/2012,11,8/22/2012,5/3/2012
nQ-H,1713-49344,M,Y,SFLA121,CRA-,1603-51150,YY-Q,1603-51855,4/17/2012,4/28/2012,11,8/22/2012,5/3/2012
nQ-A,1713-49345,F,Y,SFLA121,CRA-,1603-51150,YY-Q,1603-51855,4/17/2012,4/28/2012,11,8/22/2012,5/3/2012
-CWG,1603-51170,M,Y,SLAK081,W-NG,1603-51152,AC-A,1063-43153,3/30/2008,4/10/2008,11,10/13/2010,4/17/2008
-CWY,1603-51171,M,Y,SLAK081,W-NG,1603-51152,AC-A,1063-43153,3/30/2008,4/10/2008,11,10/13/2010,4/17/2008
-CnB,1603-51172,M,Y,SLAK081,W-NG,1603-51152,AC-A,1063-43153,3/30/2008,4/10/2008,11,10/13/2010,4/17/2008
-CnP,1603-51173,F,Y,SLAK081,W-NG,1603-51152,AC-A,1063-43153,3/30/2008,4/10/2008,11,10/13/2010,4/17/2008
-CYP,1603-51718,M,Y,WCUL081,Y-NO,1603-51154,CA-L,1573-66506,4/20/2008,5/1/2008,11,12/15/2014,5/7/2008
-CYB,1603-51719,M,Y,WCUL081,Y-NO,1603-51154,CA-L,1573-66506,4/20/2008,5/1/2008,11,12/15/2014,5/7/2008
-AYQ,1713-13926,F,Y,WCUL103,Y-NO,1603-51154,-ACP,1603-17222,6/5/2010,6/16/2010,11,12/15/2014,6/22/2010
-nBQ,1713-13927,F,Y,WCUL103,Y-NO,1603-51154,-ACP,1603-17222,6/5/2010,6/16/2010,11,12/15/2014,6/22/2010
nGQ-,1713-49245,M,Y,TWEN112,Y-NO,1603-51154,H-NR,1713-13333,4/23/2011,5/4/2011,11,12/15/2014,5/12/2011
BYQ-,1713-49246,F,Y,TWEN112,Y-NO,1603-51154,H-NR,1713-13333,4/23/2011,5/4/2011,11,12/15/2014,5/12/2011
QP-H,1713-89728,F,Y,TWEN142,Y-NO,1603-51154,H-NR,1713-13333,5/16/2014,5/27/2014,11,12/15/2014,6/3/2014
QP-A,1713-89729,M,Y,TWEN142,Y-NO,1603-51154,H-NR,1713-13333,5/16/2014,5/27/2014,11,12/15/2014,6/3/2014
COn-,1603-17485,M,Y,VALL071,O-NB,1603-51155,-BYC,1513-50726,4/17/2007,4/28/2007,11,12/14/2011,5/5/2007
CLn-,1603-17486,M,Y,VALL071,O-NB,1603-51155,-BYC,1513-50726,4/17/2007,4/28/2007,11,12/14/2011,5/5/2007
CFn-,1603-17487,F,Y,VALL071,O-NB,1603-51155,-BYC,1513-50726,4/17/2007,4/28/2007,11,12/14/2011,5/5/2007
CAn-,1603-17488,F,Y,VALL071,O-NB,1603-51155,-BYC,1513-50726,4/17/2007,4/28/2007,11,12/14/2011,5/5/2007
WW-Q,1603-51825,M,Y,VALL092,O-NB,1603-51155,-BYC,1513-50726,4/6/2009,4/17/2009,11,12/14/2011,4/24/2009
nR-Q,1603-51826,F,Y,VALL092,O-NB,1603-51155,-BYC,1513-50726,4/6/2009,4/17/2009,11,12/14/2011,4/24/2009
nG-Q,1603-51827,M,Y,VALL092,O-NB,1603-51155,-BYC,1513-50726,4/6/2009,4/17/2009,11,12/14/2011,4/24/2009
-nHQ,1713-13689,F,Y,VALL103,O-NB,1603-51155,-CWY,1603-51171,5/13/2010,5/24/2010,11,12/14/2011,5/31/2010
-GAQ,1713-13690,M,Y,VALL103,O-NB,1603-51155,-CWY,1603-51171,5/13/2010,5/24/2010,11,12/14/2011,5/31/2010
nBQ-,1713-49097,M,Y,VALL112,O-NB,1603-51155,-CWY,1603-51171,4/11/2011,4/22/2011,11,12/14/2011,4/27/2011
GWQ-H,1713-49220,M,Y,HARY113,CWR-,1603-51161,LCR-,1573-97901,4/16/2011,4/27/2011,11,4/16/2013,5/3/2011
Q-WW,1713-49707,M,Y,HARY131,CWR-,1603-51161,LCR-,1573-97901,3/24/2013,4/4/2013,11,4/16/2013,4/12/2013
Q-WR,1713-49708,M,Y,HARY131,CWR-,1603-51161,LCR-,1573-97901,3/24/2013,4/4/2013,11,4/16/2013,4/12/2013
Q-nG,1713-49709,F,Y,HARY131,CWR-,1603-51161,LCR-,1573-97901,3/24/2013,4/4/2013,11,4/16/2013,4/12/2013
LBQ-,1713-49063,M,Y,SFBS111,-CWA,1603-51195,CRW-,1603-17460,4/6/2011,4/17/2011,11,7/18/2012,4/23/2011
nPQ-,1713-49064,F,Y,SFBS111,-CWA,1603-51195,CRW-,1603-17460,4/6/2011,4/17/2011,11,7/18/2012,4/23/2011
LOQ-,1713-49065,F,Y,SFBS111,-CWA,1603-51195,CRW-,1603-17460,4/6/2011,4/17/2011,11,7/18/2012,4/23/2011
nQ-G,1713-49332,M,Y,CHTB121,-CWA,1603-51195,-RBQ,1713-13352,4/10/2012,4/21/2012,11,7/18/2012,4/27/2012
nQ-Y,1713-49333,M,Y,CHTB121,-CWA,1603-51195,-RBQ,1713-13352,4/10/2012,4/21/2012,11,7/18/2012,4/27/2012
nQ-B,1713-49334,M,Y,CHTB121,-CWA,1603-51195,-RBQ,1713-13352,4/10/2012,4/21/2012,11,7/18/2012,4/27/2012
nQ-P,1713-49335,F,Y,CHTB121,-CWA,1603-51195,-RBQ,1713-13352,4/10/2012,4/21/2012,11,7/18/2012,4/27/2012
-LLQ,1713-13626,F,Y,PMPE101,-CGL,1603-51196,CO-A,1573-66598,4/19/2010,4/30/2010,11,4/16/2013,5/7/2010
-LHQ,1713-13627,M,Y,PMPE101,-CGL,1603-51196,CO-A,1573-66598,4/19/2010,4/30/2010,11,4/16/2013,5/7/2010
-nAQ,1713-13628,F,Y,PMPE101,-CGL,1603-51196,CO-A,1573-66598,4/19/2010,4/30/2010,11,4/16/2013,5/7/2010
PBQ-,1713-49004,M,Y,PMPE111,-CGL,1603-51196,CO-A,1573-66598,4/1/2011,4/12/2011,11,4/16/2013,4/19/2011
PPQ-,1713-49005,F,Y,PMPE111,-CGL,1603-51196,CO-A,1573-66598,4/1/2011,4/12/2011,11,4/16/2013,4/19/2011
POQ-,1713-49006,M,Y,PMPE111,-CGL,1603-51196,CO-A,1573-66598,4/1/2011,4/12/2011,11,4/16/2013,4/19/2011
-CHL,1603-51592,M,Y,SFRR081,H-NH,1603-51315,-LYC,1513-50732,4/17/2008,4/28/2008,11,1/20/2010,5/1/2008
-CHA,1603-51593,F,Y,SFRR081,H-NH,1603-51315,-LYC,1513-50732,4/17/2008,4/28/2008,11,1/20/2010,5/1/2008
-CnA,1603-51594,F,Y,SFRR081,H-NH,1603-51315,-LYC,1513-50732,4/17/2008,4/28/2008,11,1/20/2010,5/1/2008
nO-Q,1713-13316,M,Y,SFRR092,H-NH,1603-51315,-LYC,1513-50732,5/20/2009,5/31/2009,11,1/20/2010,6/8/2009
AL-Q,1713-13317,F,Y,SFRR092,H-NH,1603-51315,-LYC,1513-50732,5/20/2009,5/31/2009,11,1/20/2010,6/8/2009
AH-Q,1713-13318,M,Y,SFRR092,H-NH,1603-51315,-LYC,1513-50732,5/20/2009,5/31/2009,11,1/20/2010,6/8/2009
-CYL,1603-51600,F,Y,PINE082,G-NP,1603-51317,L-RQ,1573-65910,4/18/2008,4/29/2008,11,7/11/2008,5/7/2008
-CnB,1603-51701,M,Y,PINE082,G-NP,1603-51317,L-RQ,1573-65910,4/18/2008,4/29/2008,11,7/11/2008,5/7/2008
-CnP,1603-51702,M,Y,PINE082,G-NP,1603-51317,L-RQ,1573-65910,4/18/2008,4/29/2008,11,7/11/2008,5/7/2008
-CYO,1603-51703,F,Y,PINE082,G-NP,1603-51317,L-RQ,1573-65910,4/18/2008,4/29/2008,11,7/11/2008,5/7/2008
PWQ-,1713-49059,F,Y,ROSE111,-CPP,1603-51518,BCR-I,1713-49394,4/5/2011,4/16/2011,11,4/12/2016,4/23/2011
PRQ-,1713-49060,M,Y,ROSE111,-CPP,1603-51518,BCR-I,1713-49394,4/5/2011,4/16/2011,11,4/12/2016,4/23/2011
nGQ-,1713-49061,F,Y,ROSE111,-CPP,1603-51518,BCR-I,1713-49394,4/5/2011,4/16/2011,11,4/12/2016,4/23/2011
nYQ-,1713-49062,M,Y,ROSE111,-CPP,1603-51518,BCR-I,1713-49394,4/5/2011,4/16/2011,11,4/12/2016,4/23/2011
Q-nL,1573-66083,,Y,ROSE134,-CPP,1603-51518,-WPQ,1713-90309,6/7/2013,6/18/2013,11,4/12/2016,6/25/2013
Q-LH,1573-66084,M,Y,ROSE134,-CPP,1603-51518,-WPQ,1713-90309,6/7/2013,6/18/2013,11,4/12/2016,6/25/2013
QG-W,1713-89661,F,Y,ROSE141,-CPP,1603-51518,-WPQ,1713-90309,4/15/2014,4/26/2014,11,4/12/2016,5/4/2014
QG-R,1713-89662,M,Y,ROSE141,-CPP,1603-51518,-WPQ,1713-90309,4/15/2014,4/26/2014,11,4/12/2016,5/4/2014
QG-G,1713-89663,M,Y,ROSE141,-CPP,1603-51518,-WPQ,1713-90309,4/15/2014,4/26/2014,11,4/12/2016,5/4/2014
GQL-,1713-90104,M,Y,ROSE151,-CPP,1603-51518,-WPQ,1713-90309,4/16/2015,4/27/2015,11,4/12/2016,5/4/2015
GQH-,1713-90105,M,Y,ROSE151,-CPP,1603-51518,-WPQ,1713-90309,4/16/2015,4/27/2015,11,4/12/2016,5/4/2015
GQA-,1713-90106,F,Y,ROSE151,-CPP,1603-51518,-WPQ,1713-90309,4/16/2015,4/27/2015,11,4/12/2016,5/4/2015
-GPQ,1713-13920,F,Y,SR70102,-CLH,1603-51550,CRR-,1603-51163,6/4/2010,6/15/2010,11,8/16/2010,6/21/2010
-HOQ,1713-13921,F,Y,SR70102,-CLH,1603-51550,CRR-,1603-51163,6/4/2010,6/15/2010,11,8/16/2010,6/21/2010
-nLQ,1713-13922,F,Y,SR70102,-CLH,1603-51550,CRR-,1603-51163,6/4/2010,6/15/2010,11,8/16/2010,6/21/2010
-OWQ,1713-13673,F,Y,SAND101,-CBR,1603-51571,BC-G,1063-42827,5/6/2010,5/17/2010,11,4/12/2016,5/23/2010
-nRQ,1713-13674,F,Y,SAND101,-CBR,1603-51571,BC-G,1063-42827,5/6/2010,5/17/2010,11,4/12/2016,5/23/2010
-nGQ,1713-13675,M,Y,SAND101,-CBR,1603-51571,BC-G,1063-42827,5/6/2010,5/17/2010,11,4/12/2016,5/23/2010
-OYQ,1713-13676,F,Y,SAND101,-CBR,1603-51571,BC-G,1063-42827,5/6/2010,5/17/2010,11,4/12/2016,5/23/2010
HGQ-,1713-49082,F,Y,SAND111,-CBR,1603-51571,BC-G,1063-42827,4/9/2011,4/20/2011,11,4/12/2016,4/27/2011
nYQ-,1713-49083,F,Y,SAND111,-CBR,1603-51571,BC-G,1063-42827,4/9/2011,4/20/2011,11,4/12/2016,4/27/2011
HBQ-,1713-49084,M,Y,SAND111,-CBR,1603-51571,BC-G,1063-42827,4/9/2011,4/20/2011,11,4/12/2016,4/27/2011
HPQ-,1713-49085,F,Y,SAND111,-CBR,1603-51571,BC-G,1063-42827,4/9/2011,4/20/2011,11,4/12/2016,4/27/2011
nOQ-,1713-49086,M,Y,SAND111,-CBR,1603-51571,BC-G,1063-42827,4/9/2011,4/20/2011,11,4/12/2016,4/27/2011
nQH-,1713-90165,M,Y,EBAY153,-CBR,1603-51571,OPQ-,1713-49208,5/8/2015,5/19/2015,11,4/12/2016,5/24/2015
nQA-,1713-90166,F,Y,EBAY153,-CBR,1603-51571,OPQ-,1713-49208,5/8/2015,5/19/2015,11,4/12/2016,5/24/2015
nWQ-,1713-49285,F,Y,REDB112,-CAG,1603-51717,H-CGB,1603-51794,5/21/2011,6/1/2011,11,4/12/2016,6/7/2011
Qn-L,1713-89601,F,Y,HARY141,-CAG,1603-51717,LCR-,1573-97901,4/3/2014,4/14/2014,11,4/12/2016,4/21/2014
Qn-H,1713-89602,M,Y,HARY141,-CAG,1603-51717,LCR-,1573-97901,4/3/2014,4/14/2014,11,4/12/2016,4/21/2014
QW-A,1713-89603,F,Y,HARY141,-CAG,1603-51717,LCR-,1573-97901,4/3/2014,4/14/2014,11,4/12/2016,4/21/2014
GQB-,1713-89793,F,Y,HARY151,-CAG,1603-51717,Q-WR,1713-49708,4/11/2015,4/22/2015,11,4/12/2016,4/27/2015
nQP-,1713-89794,M,Y,HARY151,-CAG,1603-51717,Q-WR,1713-49708,4/11/2015,4/22/2015,11,4/12/2016,4/27/2015
nQO-,1713-89795,M,Y,HARY151,-CAG,1603-51717,Q-WR,1713-49708,4/11/2015,4/22/2015,11,4/12/2016,4/27/2015
HLQ-,1713-49214,M,Y,NURS113,-CBP,1603-51720,P-NH,1713-49260,4/15/2011,4/26/2011,11,4/12/2016,5/3/2011
HHQ-,1713-49215,M,Y,NURS113,-CBP,1603-51720,P-NH,1713-49260,4/15/2011,4/26/2011,11,4/12/2016,5/3/2011
HAQ-,1713-49216,M,Y,NURS113,-CBP,1603-51720,P-NH,1713-49260,4/15/2011,4/26/2011,11,4/12/2016,5/3/2011
Q-WO,1713-49762,F,Y,NURS132,-CBP,1603-51720,-BOQ,1713-13662,4/15/2013,4/26/2013,11,4/12/2016,5/2/2013
Q-nL,1713-49763,F,Y,NURS132,-CBP,1603-51720,-BOQ,1713-13662,4/15/2013,4/26/2013,11,4/12/2016,5/2/2013
PQW-,1713-90107,F,Y,NURS152,-CBP,1603-51720,-BOQ,1713-13662,4/16/2015,4/27/2015,11,4/12/2016,5/3/2015
PQR-,1713-90108,M,Y,NURS152,-CBP,1603-51720,-BOQ,1713-13662,4/16/2015,4/27/2015,11,4/12/2016,5/3/2015
PQG-,1713-90109,M,Y,NURS152,-CBP,1603-51720,-BOQ,1713-13662,4/16/2015,4/27/2015,11,4/12/2016,5/3/2015
PQY-,1713-90110,M,Y,NURS152,-CBP,1603-51720,-BOQ,1713-13662,4/16/2015,4/27/2015,11,4/12/2016,5/3/2015
nQ-,1713-90111,M,Y,NURS152,-CBP,1603-51720,-BOQ,1713-13662,4/16/2015,4/27/2015,11,4/12/2016,5/3/2015
-CLW,1603-51597,F,Y,BNCH081,B-NG,1603-51727,H-GCR,1603-17256,4/17/2008,4/28/2008,11,4/11/2012,5/7/2008
-CLR,1603-51598,M,Y,BNCH081,B-NG,1603-51727,H-GCR,1603-17256,4/17/2008,4/28/2008,11,4/11/2012,5/7/2008
-CLG,1603-51599,M,Y,BNCH081,B-NG,1603-51727,H-GCR,1603-17256,4/17/2008,4/28/2008,11,4/11/2012,5/7/2008
-nWQ,1713-13356,M,Y,BNCH101,B-NG,1603-51727,W-NR,1603-51726,4/10/2010,4/21/2010,11,4/11/2012,4/27/2010
-GRQ,1713-13357,M,Y,BNCH101,B-NG,1603-51727,W-NR,1603-51726,4/10/2010,4/21/2010,11,4/11/2012,4/27/2010
-nGQ,1713-13358,M,Y,BNCH101,B-NG,1603-51727,W-NR,1603-51726,4/10/2010,4/21/2010,11,4/11/2012,4/27/2010
-nYQ,1713-13359,M,Y,BNCH101,B-NG,1603-51727,W-NR,1603-51726,4/10/2010,4/21/2010,11,4/11/2012,4/27/2010
nPQ-,1713-49306,M,Y,BNCH113,B-NG,1603-51727,W-NR,1603-51726,6/3/2011,6/14/2011,11,4/11/2012,6/23/2011
BOQ-H,1713-49307,F,Y,BNCH113,B-NG,1603-51727,W-NR,1603-51726,6/3/2011,6/14/2011,11,4/11/2012,6/23/2011
nLQ-,1713-49308,F,Y,BNCH113,B-NG,1603-51727,W-NR,1603-51726,6/3/2011,6/14/2011,11,4/11/2012,6/23/2011
